area_type,availability,location,bath,price,bhk,sqft
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,85.0,2,1130.0
Super built-up  Area,Ready To Move,Koramangala,4,210.0,3,1744.0
Super built-up  Area,Ready To Move,Karuna Nagar,2,98.0,3,1354.0
Plot  Area,Ready To Move,Other,9,450.0,10,3300.0
Super built-up  Area,Ready To Move,Brookefield,2,94.0,2,1389.0
Super built-up  Area,Ready To Move,Cooke Town,4,310.0,3,2560.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,75.0,2,1172.0
Super built-up  Area,Ready To Move,Varthur,2,57.35,2,1738.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,50.0,2,1315.0
Super built-up  Area,Ready To Move,Marathahalli,2,73.0,2,1270.0
Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,52.2,2,1160.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,67.0,3,1450.0
Built-up  Area,Ready To Move,Rayasandra,1,21.0,1,470.0
Built-up  Area,Ready To Move,Other,2,78.0,2,1040.0
Super built-up  Area,Ready To Move,Sarjapur,2,29.0,2,1205.0
Built-up  Area,Ready To Move,Budigere,1,34.0,1,664.0
Plot  Area,Ready To Move,Babusapalaya,2,105.0,2,1200.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2,69.0,2,1328.0
Built-up  Area,Ready To Move,Other,2,200.0,3,1907.0
Built-up  Area,Ready To Move,Malleshwaram,2,72.0,2,900.0
Super built-up  Area,Ready To Move,Other,2,80.0,2,1330.0
Super built-up  Area,Ready To Move,Rajiv Nagar,5,175.0,4,2330.0
Built-up  Area,Ready To Move,Munnekollal,3,95.0,3,1222.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,135.0,3,2100.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,290.0,4,3335.0
Built-up  Area,Soon to be Vacated,Whitefield,3,290.0,3,3150.0
Plot  Area,Ready To Move,Other,2,95.0,3,1320.0
Plot  Area,Ready To Move,Hosur Road,4,130.0,4,2000.0
Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,55.0,2,1244.0
Super built-up  Area,Ready To Move,Indira Nagar,4,365.0,4,2800.0
Super built-up  Area,Ready To Move,Seegehalli,3,80.0,3,1683.0
Super built-up  Area,Ready To Move,Hennur Road,2,110.0,3,1305.0
Plot  Area,Ready To Move,Sarjapur  Road,3,331.0,3,3009.0
Built-up  Area,Ready To Move,Kaggadasapura,3,70.0,3,1654.0
Super built-up  Area,Soon to be Vacated,Kadugodi,4,125.0,3,1890.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,55.0,2,1069.0
Built-up  Area,Soon to be Vacated,Hormavu,3,177.0,3,2400.0
Plot  Area,Ready To Move,Koramangala,2,280.0,4,1410.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,130.0,3,1680.0
Super built-up  Area,Ready To Move,Other,4,500.0,3,3500.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,3,93.5,3,1700.0
Plot  Area,Ready To Move,Other,2,150.0,4,2200.0
Super built-up  Area,Ready To Move,Thanisandra,3,105.0,3,1595.0
Super built-up  Area,Soon to be Vacated,Hennur Road,3,100.0,3,1480.0
Plot  Area,Ready To Move,Other,3,95.0,3,1092.0
Super built-up  Area,Soon to be Vacated,Koramangala,4,245.0,3,1866.0
Super built-up  Area,Ready To Move,Banashankari,3,115.0,3,1683.0
Super built-up  Area,Ready To Move,Banaswadi,2,73.0,2,1340.0
Super built-up  Area,Soon to be Vacated,Chandapura,2,27.68,2,1025.0
Super built-up  Area,Ready To Move,Haralur Road,3,95.0,3,1730.0
Super built-up  Area,Soon to be Vacated,Hennur Road,3,88.6,3,1450.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,110.0,3,1862.0
Plot  Area,Ready To Move,Sarjapur  Road,5,578.0,4,4000.0
Super built-up  Area,Soon to be Vacated,Hoodi,1,40.55,1,863.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,34.0,2,1060.0
Super built-up  Area,Soon to be Vacated,Sarjapur,2,32.0,2,850.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,86.0,4,1905.0
Built-up  Area,Ready To Move,Other,6,300.0,6,2000.0
Super built-up  Area,Ready To Move,Uttarahalli,2,47.0,2,1125.0
Built-up  Area,Ready To Move,Chikkabanavar,4,105.0,4,1500.0
Super built-up  Area,Ready To Move,Uttarahalli,2,55.25,3,1270.0
Super built-up  Area,Ready To Move,Iblur Village,5,420.0,5,5384.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2,72.0,2,1180.0
Built-up  Area,Ready To Move,Other,2,75.0,2,1130.0
Super built-up  Area,Soon to be Vacated,Old Airport Road,4,197.0,4,2774.0
Super built-up  Area,Ready To Move,Ardendale,3,95.0,3,1723.0
Built-up  Area,Ready To Move,Mysore Road,2,70.5,2,1175.0
Super built-up  Area,Ready To Move,Ambalipura,2,112.0,3,1607.0
Built-up  Area,Ready To Move,Vishwapriya Layout,5,130.0,5,2800.0
Super built-up  Area,Soon to be Vacated,Bellandur,3,128.0,3,1138.0
Super built-up  Area,Soon to be Vacated,Bannerghatta,2,70.0,2,1113.0
Plot  Area,Ready To Move,Judicial Layout,4,350.0,4,2400.0
Built-up  Area,Ready To Move,Sahakara Nagar,2,60.0,2,1200.0
Super built-up  Area,Ready To Move,Other,3,190.0,3,1900.0
Super built-up  Area,Soon to be Vacated,Whitefield,5,234.0,4,2956.0
Super built-up  Area,Soon to be Vacated,Panathur,2,97.0,2,1398.0
Plot  Area,Ready To Move,Margondanahalli,1,66.0,2,1152.0
Super built-up  Area,Ready To Move,Nagavara,2,44.95,2,1110.0
Built-up  Area,Ready To Move,Devarachikkanahalli,2,47.0,2,1116.0
Super built-up  Area,Ready To Move,Babusapalaya,2,33.84,2,1061.0
Super built-up  Area,Ready To Move,Malleshwaram,1,86.8,1,620.0
Plot  Area,Ready To Move,Other,4,110.0,4,1200.0
Plot  Area,Ready To Move,Kodigehalli,4,249.0,4,1320.0
Super built-up  Area,Ready To Move,Iblur Village,5,297.0,4,3596.0
Super built-up  Area,Soon to be Vacated,Other,3,131.0,3,1630.0
Super built-up  Area,Ready To Move,Amruthahalli,2,65.0,2,1202.0
Built-up  Area,Ready To Move,Jakkur,2,80.0,2,1300.0
Super built-up  Area,Ready To Move,Electronic City,2,70.0,3,1360.0
Super built-up  Area,Ready To Move,Hennur Road,2,69.18,2,1155.0
Super built-up  Area,Ready To Move,Hosakerehalli,3,310.0,3,2378.0
Super built-up  Area,Ready To Move,Hulimavu,2,38.0,2,1011.0
Built-up  Area,Ready To Move,HSR Layout,2,72.0,2,1203.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,113.0,3,1645.0
Built-up  Area,Ready To Move,Other,2,41.0,1,1050.0
Super built-up  Area,Ready To Move,Jigani,3,70.0,3,1252.0
Built-up  Area,Ready To Move,Panathur,2,58.0,2,1065.0
Super built-up  Area,Ready To Move,Uttarahalli,2,55.25,3,1270.0
Built-up  Area,Ready To Move,Sahakara Nagar,2,45.0,2,1032.0
Super built-up  Area,Ready To Move,Frazer Town,4,325.0,4,2900.0
Super built-up  Area,Ready To Move,Magadi Road,2,50.0,2,940.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,80.0,3,1460.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,175.0,3,2275.0
Super built-up  Area,Soon to be Vacated,9th Phase JP Nagar,3,90.0,3,1522.0
Plot  Area,Soon to be Vacated,Other,4,380.0,3,3210.0
Super built-up  Area,Ready To Move,Other,13,275.0,13,5425.0
Built-up  Area,Ready To Move,Banashankari,3,125.0,3,1800.0
Plot  Area,Ready To Move,Other,4,135.0,4,1200.0
Super built-up  Area,Ready To Move,Subramanyapura,2,49.0,2,929.0
Built-up  Area,Ready To Move,Banjara Layout,5,145.0,4,3750.0
Super built-up  Area,Ready To Move,Vasanthapura,2,34.22,2,978.0
Built-up  Area,Ready To Move,Other,4,345.0,4,4041.0
Super built-up  Area,Ready To Move,Ambalipura,1,43.82,1,770.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2,55.0,2,1066.0
Super built-up  Area,Ready To Move,Electronic City,1,28.0,1,635.0
Built-up  Area,Ready To Move,Hebbal,2,54.05,2,1175.0
Plot  Area,Ready To Move,Chikkabanavar,4,130.0,4,1200.0
Super built-up  Area,Soon to be Vacated,Vidyaranyapura,2,50.0,2,1188.0
Super built-up  Area,Soon to be Vacated,Other,1,25.0,1,620.0
Built-up  Area,Ready To Move,Other,2,75.0,2,1210.0
Plot  Area,Soon to be Vacated,Attibele,3,90.0,3,1000.0
Plot  Area,Ready To Move,Electronic City,3,190.0,4,1800.0
Super built-up  Area,Ready To Move,Gottigere,2,28.0,2,1100.0
Super built-up  Area,Ready To Move,Yelahanka,2,69.23,2,1300.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,68.0,2,1100.0
Super built-up  Area,Soon to be Vacated,Ambalipura,2,28.93,2,860.0
Super built-up  Area,Soon to be Vacated,Panathur,2,64.0,2,1007.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,48.0,2,1100.0
Super built-up  Area,Ready To Move,R.T. Nagar,2,72.0,2,1150.0
Super built-up  Area,Ready To Move,Nagavara,3,252.0,3,2400.0
Super built-up  Area,Ready To Move,KR Puram,4,246.0,4,3628.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,40.0,2,700.0
Super built-up  Area,Soon to be Vacated,Old Madras Road,2,40.77,2,1165.0
Super built-up  Area,Ready To Move,Jalahalli,3,118.0,3,1569.0
Super built-up  Area,Ready To Move,Marathahalli,2,46.7,2,950.0
Built-up  Area,Soon to be Vacated,Bellandur,3,115.0,3,1685.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,110.0,2,1314.0
Built-up  Area,Ready To Move,Other,2,68.0,2,1130.0
Super built-up  Area,Ready To Move,Whitefield,3,145.0,3,2247.0
Super built-up  Area,Ready To Move,Hennur Road,2,53.0,2,1053.0
Plot  Area,Ready To Move,Begur Road,3,50.0,3,1200.0
Plot  Area,Ready To Move,HBR Layout,2,230.0,3,1800.0
Built-up  Area,Ready To Move,Chikkabanavar,4,97.0,5,2400.0
Super built-up  Area,Ready To Move,Koramangala,2,160.0,2,1320.0
Plot  Area,Ready To Move,Whitefield,5,265.0,4,3940.0
Built-up  Area,Ready To Move,Thanisandra,2,65.0,3,1241.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,4,260.0,3,2980.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,57.0,2,1090.0
Built-up  Area,Ready To Move,Koramangala,2,103.0,2,1350.0
Built-up  Area,Ready To Move,Other,2,55.0,2,800.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,116.0,3,1787.0
Built-up  Area,Ready To Move,BTM Layout,3,220.0,3,2400.0
Super built-up  Area,Ready To Move,Haralur Road,4,325.0,4,3700.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,93.01,3,1691.0
Plot  Area,Soon to be Vacated,Chikka Tirupathi,3,95.0,3,2325.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,102.0,3,1896.0
Super built-up  Area,Soon to be Vacated,Banashankari Stage V,3,48.51,3,1540.0
Super built-up  Area,Ready To Move,Other,2,95.0,2,1244.0
Super built-up  Area,Ready To Move,Hormavu,2,65.0,3,1365.0
Super built-up  Area,Soon to be Vacated,Thanisandra,1,27.5,1,580.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,83.87,3,1355.0
Plot  Area,Ready To Move,Other,4,180.0,3,1500.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,62.0,2,1513.0
Super built-up  Area,Ready To Move,Banashankari,2,41.13,2,1175.0
Super built-up  Area,Soon to be Vacated,Thanisandra,4,139.0,3,2087.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,145.0,3,2273.0
Super built-up  Area,Soon to be Vacated,Thanisandra,3,150.0,3,2050.0
Built-up  Area,Ready To Move,Other,2,75.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Marathahalli,2,49.86,2,1019.0
Super built-up  Area,Ready To Move,Thigalarapalya,3,133.0,3,1830.0
Plot  Area,Ready To Move,Channasandra,7,299.0,7,4278.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,56.0,2,1028.0
Built-up  Area,Ready To Move,Old Madras Road,2,100.0,2,1300.0
Super built-up  Area,Ready To Move,Whitefield,2,67.0,2,1160.0
Super built-up  Area,Ready To Move,Mahadevpura,3,78.0,3,1505.0
Super built-up  Area,Ready To Move,Kogilu,2,55.55,2,1250.0
Plot  Area,Ready To Move,Other,2,50.0,1,400.0
Super built-up  Area,Ready To Move,Sarjapur,2,41.68,2,1175.0
Super built-up  Area,Ready To Move,Other,3,120.0,3,2159.0
Plot  Area,Ready To Move,Other,4,180.0,3,1200.0
Built-up  Area,Ready To Move,Other,1,48.0,1,1200.0
Super built-up  Area,Ready To Move,Banashankari,2,89.0,3,1750.0
Super built-up  Area,Ready To Move,Banashankari Stage II,2,100.0,2,1400.0
Built-up  Area,Ready To Move,Malleshwaram,1,68.0,2,600.0
Super built-up  Area,Ready To Move,Hulimavu,2,76.0,2,1276.0
Super built-up  Area,Soon to be Vacated,Electronic City,2,65.45,2,1128.0
Built-up  Area,Ready To Move,Other,2,90.0,2,1450.0
Super built-up  Area,Ready To Move,Kudlu,2,53.0,2,1084.0
Super built-up  Area,Ready To Move,Hosur Road,2,65.0,2,1250.0
Plot  Area,Ready To Move,Seegehalli,4,240.0,3,2400.0
Super built-up  Area,Ready To Move,Begur,3,65.0,3,1304.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,268.0,3,1640.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,77.44,2,980.0
Plot  Area,Ready To Move,Banjara Layout,4,140.0,3,2500.0
Plot  Area,Ready To Move,Anekal,4,95.0,3,2400.0
Super built-up  Area,Ready To Move,Other,3,280.0,3,2300.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,85.0,2,1340.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,75.0,3,1100.0
Super built-up  Area,Ready To Move,Kengeri,2,40.0,2,750.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,66.0,2,1300.0
Super built-up  Area,Soon to be Vacated,HRBR Layout,2,120.0,2,1301.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,105.0,2,1299.0
Plot  Area,Ready To Move,Whitefield,4,300.0,4,1600.0
Super built-up  Area,Ready To Move,Other,2,55.0,2,925.0
Super built-up  Area,Ready To Move,Uttarahalli,2,45.0,2,1107.0
Plot  Area,Ready To Move,Other,2,160.0,2,1400.0
Built-up  Area,Ready To Move,Uttarahalli,2,55.0,2,1200.0
Super built-up  Area,Ready To Move,Other,2,60.0,2,703.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,2,29.47,2,921.0
Super built-up  Area,Ready To Move,Marathahalli,2,65.0,2,1144.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,26.01,1,525.0
Super built-up  Area,Soon to be Vacated,Balagere,1,33.0,1,661.0
Super built-up  Area,Ready To Move,Yelahanka,3,91.0,3,1705.0
Super built-up  Area,Ready To Move,Marathahalli,2,55.0,2,1240.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,60.8,3,1325.0
Super built-up  Area,Ready To Move,Sarjapur  Road,5,275.0,4,3005.0
Super built-up  Area,Ready To Move,Shivaji Nagar,3,170.0,3,1300.0
Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
Super built-up  Area,Soon to be Vacated,Banashankari Stage III,2,100.0,3,1500.0
Plot  Area,Ready To Move,Kodigehalli,4,156.0,3,1200.0
Built-up  Area,Ready To Move,Cox Town,2,72.0,2,1073.0
Built-up  Area,Ready To Move,Kudlu,2,56.0,2,1300.0
Plot  Area,Soon to be Vacated,Sarjapur,4,435.0,4,4201.0
Super built-up  Area,Soon to be Vacated,Hormavu,2,44.8,2,1196.0
Built-up  Area,Ready To Move,Kudlu,2,44.0,2,1027.0
Super built-up  Area,Soon to be Vacated,Mico Layout,2,39.0,2,1171.0
Super built-up  Area,Ready To Move,Kothannur,2,48.6,3,1215.0
Plot  Area,Ready To Move,Other,1,20.0,1,600.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,77.0,2,1180.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,33.51,2,1160.0
Plot  Area,Ready To Move,Other,4,400.0,4,4382.0
Super built-up  Area,Soon to be Vacated,Whitefield,3,139.0,3,2140.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,100.0,3,1500.0
Super built-up  Area,Ready To Move,Banaswadi,2,52.0,2,1008.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4,129.0,3,1921.0
Plot  Area,Ready To Move,Other,3,360.0,3,2400.0
Super built-up  Area,Ready To Move,Other,2,77.25,3,1030.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,84.0,2,1314.0
Built-up  Area,Ready To Move,JP Nagar,2,85.0,3,1590.0
Super built-up  Area,Ready To Move,Shivaji Nagar,2,49.5,2,703.0
Super built-up  Area,Soon to be Vacated,Other,2,70.0,3,1254.0
Built-up  Area,Ready To Move,Ramagondanahalli,3,114.0,3,2040.0
Super built-up  Area,Ready To Move,Jalahalli,2,125.0,2,1478.0
Super built-up  Area,Ready To Move,Malleshwaram,4,337.0,3,2475.0
Super built-up  Area,Ready To Move,Other,3,298.0,3,1669.0
Super built-up  Area,Soon to be Vacated,Horamavu Agara,3,89.0,3,1623.0
Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
Super built-up  Area,Ready To Move,Gottigere,3,72.0,3,1613.0
Super built-up  Area,Ready To Move,Other,2,80.0,2,1293.0
Super built-up  Area,Ready To Move,Hoskote,2,28.5,2,1065.0
Super built-up  Area,Soon to be Vacated,Kudlu Gate,2,69.57,2,940.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,65.0,3,1181.0
Super built-up  Area,Ready To Move,Malleshwaram,3,275.0,3,2215.0
Built-up  Area,Ready To Move,Marathahalli,2,75.0,1,1100.0
Super built-up  Area,Ready To Move,Subramanyapura,2,75.0,3,1260.0
Super built-up  Area,Ready To Move,Banashankari Stage II,3,425.0,5,2800.0
Plot  Area,Soon to be Vacated,Other,2,66.0,2,1000.0
Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1140.0
Super built-up  Area,Ready To Move,Other,3,115.0,3,1864.0
Plot  Area,Soon to be Vacated,Attibele,3,105.0,3,1200.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,45.0,2,945.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,100.0,3,1691.0
Plot  Area,Ready To Move,Other,2,135.0,2,1200.0
Built-up  Area,Ready To Move,Kengeri,1,35.0,1,600.0
Super built-up  Area,Ready To Move,Abbigere,1,32.6,2,795.0
Super built-up  Area,Ready To Move,Kalyan nagar,4,165.0,3,2285.0
Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
Super built-up  Area,Ready To Move,Hennur,2,69.0,3,1345.0
Super built-up  Area,Ready To Move,Electronic City,2,58.0,3,1360.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,60.55,2,1026.0
Super built-up  Area,Ready To Move,Uttarahalli,3,76.0,3,1460.0
Super built-up  Area,Ready To Move,Other,2,91.48,3,1525.0
Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,25.0,2,1000.0
Super built-up  Area,Ready To Move,Other,2,60.0,2,975.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2,44.0,3,1075.0
Super built-up  Area,Soon to be Vacated,Panathur,2,77.93,2,1210.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,68.0,2,1225.0
Super built-up  Area,Ready To Move,Jakkur,2,80.04,2,1290.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,79.0,2,1361.0
Plot  Area,Ready To Move,Frazer Town,4,462.0,5,2801.25
Built-up  Area,Ready To Move,1st Phase JP Nagar,2,85.0,2,1394.0
Super built-up  Area,Soon to be Vacated,Rajaji Nagar,2,98.0,2,1222.0
Super built-up  Area,Ready To Move,Hebbal,2,99.39,2,1420.0
Super built-up  Area,Ready To Move,Bellandur,3,135.0,3,1846.0
Plot  Area,Ready To Move,Benson Town,2,270.0,2,1688.12
Super built-up  Area,Ready To Move,Ananth Nagar,2,25.0,2,902.0
Built-up  Area,Ready To Move,Kundalahalli,2,58.0,2,1260.0
Built-up  Area,Ready To Move,Banashankari Stage II,3,450.0,3,3000.0
Super built-up  Area,Ready To Move,Jigani,2,39.0,2,939.0
Plot  Area,Ready To Move,Jalahalli,1,37.0,1,600.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,59.0,2,1298.0
Super built-up  Area,Ready To Move,Marathahalli,3,135.0,3,1710.0
Super built-up  Area,Ready To Move,Subramanyapura,2,45.0,2,1000.0
Built-up  Area,Ready To Move,Other,2,68.0,2,1100.0
Super built-up  Area,Ready To Move,Jalahalli,1,46.0,1,615.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,85.0,2,1350.0
Super built-up  Area,Ready To Move,Cunningham Road,3,501.0,3,2700.0
Plot  Area,Ready To Move,Other,6,460.0,6,4000.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,130.0,3,1718.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,112.0,3,1680.0
Plot  Area,Ready To Move,Hulimavu,2,90.0,2,1500.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,72.0,3,1157.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,51.0,2,1179.0
Super built-up  Area,Ready To Move,Hulimavu,2,60.48,2,1315.0
Super built-up  Area,Ready To Move,Banashankari,3,175.0,3,1800.0
Super built-up  Area,Ready To Move,Jalahalli East,2,52.0,2,1010.0
Super built-up  Area,Soon to be Vacated,Electronic City,1,46.0,1,630.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,60.0,2,1025.0
Super built-up  Area,Ready To Move,Hennur Road,2,59.0,2,1195.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,58.0,2,1012.0
Super built-up  Area,Ready To Move,Hegde Nagar,4,118.0,3,1884.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,37.0,2,1090.0
Super built-up  Area,Ready To Move,Kathriguppe,3,77.99,3,1300.0
Super built-up  Area,Ready To Move,Other,4,250.0,4,2950.0
Super built-up  Area,Ready To Move,Uttarahalli,3,68.0,3,1500.0
Super built-up  Area,Soon to be Vacated,Dommasandra,1,19.9,2,674.0
Built-up  Area,Ready To Move,Other,2,115.0,3,1464.0
Super built-up  Area,Ready To Move,Other,3,90.0,3,1385.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,50.0,2,1040.0
Super built-up  Area,Ready To Move,Haralur Road,3,110.0,3,1817.0
Super built-up  Area,Ready To Move,Amruthahalli,2,75.0,2,1340.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,35.0,2,980.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,44.0,2,1006.0
Super built-up  Area,Ready To Move,Thanisandra,2,71.0,2,1098.0
Built-up  Area,Ready To Move,Mico Layout,2,53.5,2,1200.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,325.0,4,4190.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,62.0,2,1019.0
Plot  Area,Ready To Move,Anekal,3,120.0,3,1733.5
Super built-up  Area,Ready To Move,Other,2,120.0,2,1415.0
Super built-up  Area,Ready To Move,Domlur,2,95.0,2,1246.0
Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,40.0,2,972.0
Plot  Area,Ready To Move,Brookefield,5,160.0,4,1500.0
Super built-up  Area,Soon to be Vacated,Electronic City,1,33.7,1,630.0
Plot  Area,Ready To Move,Ramamurthy Nagar,4,185.0,4,1900.0
Plot  Area,Ready To Move,Doddaballapur,3,142.0,3,2440.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,125.0,3,1711.0
Super built-up  Area,Soon to be Vacated,CV Raman Nagar,2,95.0,2,1392.0
Super built-up  Area,Soon to be Vacated,Haralur Road,2,77.0,2,1225.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,235.0,4,3418.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,120.0,3,1750.0
Super built-up  Area,Ready To Move,Subramanyapura,2,80.0,3,1260.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,1,31.1,1,691.0
Plot  Area,Ready To Move,BTM 2nd Stage,3,400.0,4,2400.0
Super built-up  Area,Ready To Move,Haralur Road,2,78.0,2,1285.0
Built-up  Area,Ready To Move,Hebbal,3,96.0,3,1590.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,48.66,2,1060.0
Super built-up  Area,Ready To Move,Hennur,2,58.0,2,1255.0
Plot  Area,Ready To Move,Other,2,185.0,3,2400.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,81.0,3,1520.0
Super built-up  Area,Ready To Move,Ardendale,3,89.0,3,1777.26
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,55.78,2,1303.0
Built-up  Area,Ready To Move,Kodichikkanahalli,2,59.0,2,1680.0
Super built-up  Area,Soon to be Vacated,Yelahanka,3,108.0,3,1835.0
Super built-up  Area,Soon to be Vacated,Haralur Road,2,67.48,2,1225.0
Super built-up  Area,Soon to be Vacated,Balagere,1,34.77,1,656.0
Super built-up  Area,Ready To Move,Other,2,65.0,2,1025.0
Built-up  Area,Ready To Move,Marathahalli,2,52.0,2,1156.0
Super built-up  Area,Ready To Move,JP Nagar,2,60.0,2,1250.0
Built-up  Area,Ready To Move,Kundalahalli,4,230.0,4,3092.0
Super built-up  Area,Ready To Move,Hegde Nagar,4,122.0,3,1930.0
Built-up  Area,Ready To Move,Other,2,70.0,2,1020.0
Super built-up  Area,Soon to be Vacated,Jalahalli,1,27.565,1,612.5
Super built-up  Area,Ready To Move,Kothanur,2,57.0,2,1160.0
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2,48.0,2,1100.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,3,150.0,3,1720.0
Super built-up  Area,Soon to be Vacated,Hosur Road,3,103.0,3,1689.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,47.42,2,1090.0
Super built-up  Area,Ready To Move,KR Puram,2,75.0,2,2000.0
Super built-up  Area,Ready To Move,Other,2,69.0,2,1155.0
Built-up  Area,Ready To Move,Vishveshwarya Layout,6,230.0,6,4000.0
Super built-up  Area,Soon to be Vacated,JP Nagar,2,39.98,2,1125.0
Built-up  Area,Soon to be Vacated,Yelahanka,3,92.0,3,1847.0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,7,225.0,8,3450.0
Super built-up  Area,Ready To Move,Bellandur,2,51.0,2,1049.0
Super built-up  Area,Ready To Move,Amruthahalli,4,175.0,3,2650.0
Super built-up  Area,Soon to be Vacated,Varthur Road,2,25.4,2,850.0
Super built-up  Area,Soon to be Vacated,Badavala Nagar,3,115.0,3,1842.0
Plot  Area,Ready To Move,Other,5,370.0,5,2600.0
Super built-up  Area,Soon to be Vacated,Jakkur,2,72.0,2,1282.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,40.0,2,800.0
Plot  Area,Ready To Move,Other,4,240.0,4,1200.0
Super built-up  Area,Soon to be Vacated,Magadi Road,2,68.0,3,1318.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,105.0,2,1698.0
Super built-up  Area,Ready To Move,Other,2,182.0,3,2030.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,3,145.0,3,1881.0
